index,tweet,sentimen
7289,"['widihh', 'pengesahan', 'hadiah', 'perempuan', 'indonesi']",Positif
7290,"['disambut', 'tepuk', 'tangan', 'meriah', 'forum', 'sidang', 'paripurna', 'publik', 'berbahagia', 'pengesahan', 'trend', 'topic', 'bergema', 'twitter']",Positif
7291,"['ri', 'sahkan', 'uumerdeka', 'wanita', 'indonesia']",Netral
7292,"['penantian', 'terbalaskan', 'geysss', 'disahkan']",Positif
7293,"['senang', 'perjuangan', 'diresmikan']",Positif
7294,"['forum', 'setuju', 'palu', 'diketuk', 'resmi', 'disahkan', 'tercatat', 'fraksi', 'kecuali', 'pks', 'menyetujui', 'pengesahan', 'diperjuangkan']",Positif
7295,"['bahagia', 'sah']",Positif
7296,"['dibentuknya', 'tindakan', 'kekerasan', 'seksual', 'semoga', 'ditindak', 'sesuai', 'hukum']",Positif
7297,"['atasi', 'kementrian', 'pppa', 'menyusun', 'peraturan', 'pelaksana']",Netral
7298,"['kementerian', 'pppa', 'menyusun', 'peraturan', 'pelaksanaan', 'sesuai', 'mekanisme']",Negatif
7299,"['bintang', 'puspayoga', 'kementeriannya', 'melaksanakan', 'sebaikbaiknya']",Negatif
7300,"['mantap', 'disahkan', 'semoga', 'pelaku', 'sadar']",Positif
7301,['disahkan'],Positif
7302,['sah'],Netral
7303,"['disahkannya', 'semoga', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Positif
7304,"['berjuang', 'mengesahkan']",Positif
7305,"['sahkan', 'hadiah']",Positif
7306,"['akhirmya', 'penantian', 'disahkan', 'jokowi']",Positif
7307,"['disahkan', 'jalan', 'terbaik', 'perempuan']",Positif
7308,"['menteri', 'bintang', 'melaksanakan', 'baiknya']",Negatif
7309,"['disahkan', 'waspada']",Positif
7310,"['yeyyy', 'sekian', 'menunggu', 'resmi', 'melindungi', 'korban', 'pelecehan', 'seksual']",Negatif
7311,"['yeayy', 'disahkan', 'teman-teman', 'hati', 'semangad']",Positif
7312,"['disahkan', 'selayaknya', 'perjuanhan', 'beliau', 'haris', 'apresiasi']",Positif
7313,"['bersyukur', 'banget', 'sah', 'resmikan']",Positif
7314,"['terima', 'kasih', 'mengesahkan']",Positif
7315,"['hore', 'disahkan', 'waspada', 'jaga', 'kawan', 'kaum', 'wanita']",Positif
7316,"['puasa', 'penuh', 'berkah', 'disahkan']",Positif
7317,"['sia', 'sia', 'perjuangan', 'disahkan']",Negatif
7318,"['perempuan', 'indonesia', 'menyambut', 'gembira', 'ditunggu']",Positif
7319,"['persetujuan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'disambut', 'tepuk', 'tangan', 'anggota', 'masyarakat', 'sipil']",Positif
7320,"['jokowi', 'resmikan', 'terima', 'kasih']",Positif
7321,"['terimkasih', 'perjuangan', 'mubterbayarkan', 'sah', 'perempuan', 'terjaga']",Positif
7322,"['yeayy', 'salah', 'kaum', 'perempuan', 'seneng', 'banget', 'sah', 'uuterimakasi', 'pakk', 'jokowi']",Positif
7323,"['aturan', 'turunannya', 'rampung', 'fokus', 'mensosialisasikan', 'isiuu', 'tpksini', 'masyarakat']",Positif
7324,"['yeayy', 'disahkan', 'teman-teman', 'hati']",Positif
7325,"['disahkan', 'waspada', 'kejahatan']",Positif
7326,"['sah', 'jokowi', 'resmikan', 'terimakasih', 'jokowi']",Positif
7327,"['sah', 'jokowi', 'resmikan', 'tararengkyuuu', 'presiden']",Positif
7328,"['disambut', 'tepuk', 'tangan', 'meriah', 'forum', 'sidang', 'paripurna', 'publik', 'berbahagia', 'pengesahan']",Positif
7329,"['kabar', 'wanita', 'indonesia', 'disahkan']",Positif
7330,"['perempuan', 'pastinya', 'senang', 'terima', 'kasih', 'jokowi', 'meresmikan']",Positif
7331,"['menilaiuu', 'adalahundangundang', 'berpihak', 'berperspektif', 'korban']",Netral
7332,"['presiden', 'resmikan', 'senang', 'baca']",Positif
7333,"['terima', 'kasih', 'jokowi', 'resmi', 'mengesahkan']",Positif
7334,"['perjuangan', 'menuangkan', 'hasil', 'disahkan']",Positif
7335,"['akhirnyaa', 'disahkan', 'teman-teman']",Positif
7336,"['terimakasih', 'jokowi', 'meresmikan']",Positif
7337,"['hadiah', 'perempuan', 'indonesia', 'pengaman']",Positif
7338,"['jokowi', 'menyesahkan', 'jugaaa']",Netral
7339,"['terimakasih', 'jokowi', 'menunggu', 'disahkan']",Positif
7340,"['sah', 'jokowi', 'resmikan']",Netral
7341,"['hadiah', 'mengejutkan', 'perempuan', 'indonesia', 'rru', 'sah']",Negatif
7342,"['disahkan', 'waspada', 'kekerasan', 'seksual']",Positif
7343,"['disahkan', 'jalan', 'terbaik', 'perempuan']",Positif
7344,"['sah', 'resmikan', 'terimakasih', 'presiden']",Positif
7345,"['keamanan', 'perempuan', 'dijamin']",Netral
7346,"['terima', 'kasih', 'presiden', 'jajarannya', 'mengesahkan']",Positif
7347,"['sah', 'resmikan', 'terimakasih', 'presiden', 'jokowi']",Positif
7348,"['sah', 'hadiah', 'perempuan', 'indonesia']",Positif
7349,"['harapannya', 'disahkannya', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Positif
7350,"['disahkan', 'janji', 'menteri', 'ppa', 'bintang', 'puspayoga']",Positif
7351,"['disahkan', 'ttp', 'waspada', 'guysss']",Positif
7352,['seneng'],Positif
7353,"['hadiah', 'perempuan', 'indonesia', 'sah', 'teman-teman']",Positif
7354,"['presiden', 'ri', 'resmikan']",Positif
7355,"['berkah', 'banget', 'dibulan', 'ramadhan', 'jokowi', 'meresmiikan']",Positif
7356,"['harapannya', 'disahkannyauu', 'tpksini', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Netral
7357,"['mantap', 'disahkansemoga', 'kekerasan', 'diindiinesia', 'berkurang']",Positif
7358,"['terimakasih', 'jokowi', 'meresmikan']",Positif
7359,"['sah', 'jokowi']",Netral
7360,"['masyaallah', 'teman-teman', 'seneng', 'banget', 'jaminan', 'kemanan']",Positif
7361,"['uji', 'coba']",Positif
7362,"['disahkan', 'janji', 'menteri', 'ppa', 'bintang', 'puspayoga']",Positif
7363,"['sah', 'jokowi', 'resmikan', 'wahh', 'presiden', 'mengesagkan', 'sukses']",Positif
7364,['disahkan'],Positif
7365,"['seneng', 'banget', 'jokowi', 'resmikan']",Positif
7366,"['teman-teman', 'disahkan']",Positif
7367,"['membaca', 'jembatan', 'ilmu', 'dibaca', 'artikel', 'menambah', 'wawasan', 'poin', 'disahkan', 'emang', 'cek', 'link', 'dibawah']",Positif
7368,"['disahkan', 'perjuangan', 'melindungi', 'kaum', 'rentan', 'predator']",Positif
7369,"['disahkan', 'janji', 'menteri', 'ppa', 'bintang', 'puspayoga', 'janjinya', 'terlaksana']",Positif
7370,"['disahkan', 'hadiah', 'terbaik', 'terimakasih', 'jokowi']",Positif
7371,"['poin', 'disahkan', 'cek', 'dibawah']",Positif
7372,"['perjuangan', 'sah', 'resmi']",Positif
7373,"['sah', 'bravo', 'perempuan', 'indonesia']",Netral
7374,"['ri', 'mengesahkan', 'resmi', 'terima', 'kasih']",Positif
7375,"['trnyata', 'pengesahan', 'mmberikan', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'peringatan', 'kartini']",Positif
7376,"['resmi', 'mengesahkan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'poin', 'dalamnya']",Positif
7377,"['ampun', 'disahkan']",Positif
7378,"['semoga', 'disahkannya', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Positif
7379,"['forum', 'setuju', 'palu', 'diketuk', 'resmi', 'disahkan']",Positif
7380,"['sah', 'hadiah', 'banget', 'perempuan']",Positif
7381,"['wanita', 'melindungi']",Netral
7382,"['penuh', 'berkah', 'banget', 'puasa', 'disahkan', 'pokoknya', 'kado', 'terindah', 'masyarakat', 'indonesia', 'perempuan']",Positif
7383,"['syukur', 'jokowi', 'resmikan', 'terimakasih']",Positif
7384,"['presiden', 'meresmikan', 'ucapkan', 'terimakasih', 'presiden']",Positif
7385,"['sah', 'kannya', 'kado', 'manis', 'perempuan', 'april']",Positif
7386,"['alhamdulilah', 'sah']",Positif
7387,"['waspada', 'predator', 'predator', 'nakal', 'teman-teman']",Negatif
7388,"['permasalahan', 'kekerasan', 'seksual', 'kerap', 'dialami', 'perempuan']",Netral
7389,['disahkan'],Positif
7390,"['seneng', 'banget', 'cewek', 'disahkannya', 'gini', 'hadiah', 'banget', 'bersyukur', 'banget']",Positif
7391,"['kekerasan', 'seksual', 'teman-teman', 'fisik', 'non', 'fisik', 'via', 'elektronik', 'dam']",Negatif
7392,['sahkan'],Netral
7393,"['disahkan', 'ri', 'sah']",Positif
7394,"['menjaxi', 'wacana', 'disahkan']",Netral
7395,"['berhasil', 'disahkan']",Positif
7396,"['bangga', 'disahkan', 'april']",Positif
7397,"['seneng', 'banget', 'jokowi', 'meresmikan', 'baca', 'gais']",Positif
7398,"['presiden', 'jokowi', 'behasil', 'meresmikan']",Positif
7399,"['menjelang', 'peringatan', 'kartini', 'diharapkan', 'kado', 'terindah', 'kaum', 'perempuan', 'indonesia']",Positif
7400,"['disahkan', 'semoga', 'melindungi', 'kaum', 'perempuan', 'tindak', 'kekerasan', 'seksual']",Positif
7401,"['perempuan', 'seneng', 'banget', 'disahkan']",Positif
7402,"['persetujuan', 'disambut', 'anggota', 'masyarakat', 'sipil', 'hadir', 'rapat', 'paripurna']",Negatif
7403,"['restorative', 'justice', 'penyelesaian', 'perkara', 'tindak', 'pidana', 'kekerasan', 'seksual', 'pendekatan', 'restorative', 'justice']",Negatif
7404,"['disahkannya', 'diharapkan', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Positif
7405,"['ditunggutunggu', 'disahkan', 'janji', 'menteri', 'ppa', 'bintang', 'puspayoga']",Positif
7406,"['seneng', 'banget', 'disahkan', 'presiden', 'perempuan', 'lindungi']",Positif
7407,"['disambut', 'anggota', 'masyarakat', 'sipil', 'hadir']",Negatif
7408,"['bintang', 'puspayoga', 'kementeriannya', 'melaksanakan', 'sebaikbaiknya']",Negatif
7409,"['presiden', 'jokowi', 'terimakasih']",Positif
7410,['disahkan'],Positif
7411,"['semoga', 'disahkannya', 'menjadikan', 'bentuk', 'tindak', 'kekerasan', 'seksual', 'dipertanggungjawabkan', 'hukum']",Positif
7412,"['semoga', 'disahkannya', 'negara', 'aman', 'teman-teman']",Positif
7413,"['harapannya', 'disahkannya', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Positif
7414,"['mengatur', 'victim', 'trust', 'dana', 'bantuan', 'korban', 'kompensasi', 'negara', 'korban', 'kekerasan', 'seksual', 'pelaku', 'kekerasan', 'seksual', 'membayar', 'restitusi']",Positif
7415,"['disahkan', 'janji', 'menteri', 'ppa', 'bintang', 'puspayoga']",Positif
7416,"['jaya', 'indonesia', 'ku', 'disahkan']",Positif
7417,"['proses', 'resmi']",Positif
7418,"['penantian', 'disahkan']",Positif
7419,"['coba', 'disahkan']",Positif
7420,['disahkan'],Positif
7421,"['pengesahan', 'hadiah', 'terbaikkk', 'perempuan', 'indonesia', 'keren', 'semangat', 'buats', 'perempuan', 'indonesia']",Positif
7422,"['pengesahan', 'disambut', 'gembira', 'aktivis', 'masyarakat', 'sipil']",Positif
7423,"['lindungi', 'wanita']",Netral
7424,"['melindungi', 'generasi', 'muda', 'perempuan']",Negatif
7425,"['sah', 'perjuangkan', 'indonesia', 'mekanisme', 'victim', 'trust', 'fund', 'kompensasi', 'korban', 'ks', 'sita', 'restitusi', 'ks']",Netral
7426,"['hidup', 'perempuan', 'rayakan', 'disahkannya', 'kekerasan', 'perempuan']",Positif
7427,"['disahkan', 'terlindungi', 'teman-teman']",Positif
7428,"['kabar', 'bagus', 'disahkan']",Netral
7429,"['perempuan', 'lega', 'disahkan']",Positif
7430,"['kunci', 'salah', 'ramai', 'dibicarakan', 'media', 'sosial']",Positif
7431,"['teman-teman', 'informasi', 'sahkan', 'lhoo']",Negatif
7432,"['bersyukur', 'giyss', 'disahkan', 'selayaknya', 'perjuanhan', 'beliau', 'haris', 'apresiasi']",Positif
7433,"['salah', 'ramai', 'dibicarakan', 'media', 'sosial']",Negatif
7434,"['perempuan', 'pastinya', 'senang', 'kabar', 'sahkan']",Netral
7435,"['penantian', 'sahkan', 'nihh', 'seneng', 'banget']",Positif
7436,['disahkan'],Positif
7437,"['kado', 'perempuan', 'indonesia', 'disahkannya']",Positif
7438,"['poin', 'dibaca']",Positif
7439,"['semoga', 'disahkan', 'perlindungan', 'komprehensif', 'korban', 'kekerasan', 'seksual']",Positif
7440,"['disetujui', 'undang', 'undang', 'hadiah', 'korban', 'kekerasan', 'seksual', 'tanah', 'air']",Positif
7441,"['janji', 'menteri', 'ppa', 'bintang', 'puspayoga', 'disahkan']",Positif
7442,"['sah', 'disahkan']",Positif
7443,"['harapannya', 'disahkannya', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Positif
7444,"['akhurnya', 'resmi', 'sah', 'penantian']",Positif
7445,"['pemaksaan', 'perkawinan', 'penyiksaan', 'seksual', 'eksploitasi', 'seksual', 'perbudakan', 'seksual', 'kekerasan', 'seksual', 'berbasis', 'elektronik', 'tercantum', 'ayat', 'pasal']",Negatif
7446,"['hasil', 'komitmen', 'semangat']",Positif
7447,['poin'],Positif
7448,"['teman-teman', 'jokowi', 'resmikan']",Netral
7449,"['sah', 'kelompok', 'masyarakat', 'sipil', 'terbayar']",Negatif
7450,"['penantian', 'setuju', 'disahkan']",Positif
7451,"['penantian', 'sah', 'terindah', 'perempuan']",Positif
7452,"['mengapresiasi', 'kinerja', 'jokowi', 'sahkan']",Netral
7453,"['willy', 'aditya', 'mengatur', 'victim', 'trust', 'dana', 'bantuan', 'korban', 'kompensasi', 'negara', 'korban', 'kekerasan', 'seksual', 'pelaku', 'kekerasan', 'seksual', 'membayar', 'restitusi']",Positif
7454,"['disahkannya', 'wujud', 'kehadiran', 'negara', 'upaya', 'mencegah', 'kekerasan', 'seksual', 'menangani', 'melindungi', 'memulihkan', 'korban', 'dampaknya']",Positif
7455,"['perlindungan', 'kekerasan', 'seksual']",Netral
7456,"['disahkannya', 'perlindungan', 'payung', 'hukum', 'kuat', 'semoga', 'keadilan', 'dijamin', 'diperoleh', 'korban', 'sepenuhnya']",Negatif
7457,"['kekuatan', 'melindungi', 'kaum', 'rentang', 'predator', 'terukir', 'sejarah']",Positif
7458,"['hadiah', 'terindah', 'perempuan', 'indonesia', 'sah']",Positif
7459,"['umur', 'perjuangan', 'bravo']",Positif
7460,['disahkan'],Positif
7461,"['lega', 'disahkan', 'janji', 'menteri', 'ppa', 'bintang', 'puspayoga']",Positif
7462,"['membantu', 'masyarajat', 'berjenis', 'kelamin', 'perempuan']",Negatif
7463,"['menteri', 'pppa', 'bintang', 'puspayoga', 'butuh', 'ri', 'sahkan']",Negatif
7464,['disahkan'],Positif
7465,"['banget', 'sah']",Positif
7466,"['harapannya', 'disahkannya', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual', 'setuju', 'dukung']",Positif
7467,"['presiden', 'resmikam', 'kado']",Positif
7468,"['resmi', 'diresmikan']",Positif
7469,"['matur', 'suwun', 'jokowi', 'meresmikan']",Netral
7470,"['hadiah', 'banget', 'pas', 'disahkan', 'gini', 'perempuan']",Positif
7471,"['terimakasih', 'bintang', 'pupayoga', 'bantu', 'masyarakat']",Positif
7472,['sahkan'],Netral
7473,"['allhamdulillah', 'sahkan', 'pks', 'perjuangannya', 'siasia']",Netral
7474,"['sah', 'presiden', 'jokowi', 'resmi', 'menetapkan', 'terimakasih']",Positif
7475,"['resmi', 'mengesahkan']",Positif
7476,"['salah', 'indikator', 'kemajuan', 'bangsa']",Negatif
7477,['disahkan'],Positif
7478,"['mantap', 'penantian', 'mntap']",Positif
7479,"['disahkan', 'waspada', 'gengs', 'kejahatan']",Positif
7480,"['hiruk', 'pikuknya', 'dunia', 'disahkan']",Negatif
7481,"['ungkapan', 'kebahagiaan', 'publik', 'pengesahan', 'meramaikan', 'lini']",Positif
7482,"['bye', 'pelaku', 'kekerasan', 'seksual']",Negatif
7483,"['kelompok', 'masyarakat', 'sipil', 'mengawal', 'menangis', 'berpelukan', 'setuju', 'disahkan']",Negatif
7484,"['presiden', 'republik', 'indonesia', 'jokowi', 'meresmikan']",Positif
7485,"['menilai', 'undang', 'undang', 'berpihak', 'berperspektif', 'korban']",Netral
7486,"['fraksi', 'menyetujui', 'pengesahan', 'diperjuangkan']",Positif
7487,"['mantap', 'disahkan', 'janji', 'menteri', 'ppa', 'bintang', 'puspayoga']",Positif
7488,"['berjuang', 'disahkan']",Positif
7489,['sah'],Netral
7490,"['terima', 'kasih', 'terima', 'kasih', 'terima', 'kasih', 'terlibat', 'politik', 'memperjuangkan', 'sah']",Positif
7491,"['publik', 'berbahagia', 'pengesahan']",Positif
7492,"['terimakasih', 'mendukung', 'disahkan']",Positif
7493,"['semoga', 'disahkannya', 'predator', 'jera']",Netral
7494,"['semoga', 'disahkannya', 'akn', 'melindungi', 'masyarakat', 'indonesia']",Positif
7495,"['senang', 'denger', 'dijadiin', 'sah']",Negatif
7496,"['perempuan', 'perempuan', 'kuat', 'menerima', 'kekerasan', 'seksual', 'berdampak', 'traumatapi', 'resmikan', 'terimakasih']",Positif
7497,"['pengesahan', 'undang', 'undang', 'hadiah', 'perempuan', 'indonesia', 'hadiah', 'rakyat', 'indonesia', 'kemajuan', 'bangsa', 'hasil', 'komitmen']",Positif
7498,"['ri', 'menggesahkan', 'dinanti']",Netral
7499,"['pasal', 'ayat', 'sembilan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'berdasarkan', 'pelecehan', 'seksual', 'nonfisik']",Negatif
7500,"['harapannya', 'disahkannya', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Positif
7501,"['menilik', 'kekerasan', 'seksual', 'pelaku', 'ekonomi', 'korban', 'selesai', 'pemberian', 'uang', 'proses', 'hukum', 'payung', 'hukum']",Negatif
7502,"['wahh', 'beneran', 'disahkan', 'banget']",Positif
7503,"['dijalankan', 'melindungi', 'perempuan', 'anak', 'predator', 'kekerasan', 'seksual']",Negatif
7504,"['janji', 'bintang', 'puspayoga', 'sahkannya']",Netral
7505,['disahkan'],Positif
7506,"['semoga', 'diresmikan', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Netral
7507,"['hadiah', 'kemajuan', 'bangsa']",Positif
7508,"['persetujuan', 'dewan', 'perwakilan', 'rakyat', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'disambut', 'tepuk', 'tangan', 'anggota', 'masyarakat', 'sipil', 'hadir']",Negatif
7509,"['bintang', 'puspayoga', 'mengukir', 'sejarah', 'disahkan', 'hadiah', 'terbaik', 'bangsa']",Positif
7510,"['jokowi', 'sah', 'resmikan', 'terimakasih']",Positif
7511,"['terharu', 'disahkan', 'sempurna', 'semoga', 'baikbaiknya', 'diimplementasikan']",Positif
7512,"['disahkannya', 'perlindungan', 'payung', 'hukum', 'kuat']",Positif
7513,"['kabar', 'banget', 'sah']",Netral
7514,"['disahkan', 'sekian']",Positif
7515,"['sah', 'kannya', 'kado', 'manis', 'perempuan', 'april']",Positif
7516,"['super', 'hepi', 'pas', 'disahkan', 'terima', 'kasih', 'pemerintah']",Positif
7517,"['sahkan', 'janji', 'menteri', 'ppa', 'bintang', 'puspayoga', 'semoga', 'realisasikan']",Netral
7518,"['harapannya', 'disahkannya', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Positif
7519,"['salut', 'kekeh', 'pejuang']",Netral
7520,"['publik', 'bersyukur', 'sah']",Positif
7521,['sahkan'],Netral
7522,"['diharapkan', 'kekerasan', 'menurun', 'korban', 'keadilan', 'sepenuhnya']",Negatif
7523,"['penantian', 'masyarakat', 'diresmikan']",Netral
7524,"['pengesahan', 'hadiah', 'perempuan', 'indonesia', 'senang', 'dengarnya']",Positif
7525,"['disahkan', 'alhamdulilah', 'hadiah', 'yanh']",Positif
7526,"['seneng', 'banget', 'teman-teman']",Positif
7527,"['point', 'diatur']",Netral
7528,"['prioritas', 'utama', 'mentri', 'pppa', 'menyusun', 'peraturan', 'pelaksana']",Netral
7529,"['disahkan', 'wacana']",Netral
7530,"['disahkan', 'publik', 'menangis', 'bareng', 'hadiah', 'terbaik', 'bangsa']",Positif
7531,"['ungkapan', 'kebahagiaan', 'publik', 'pengesahan', 'meramaikan', 'lini', 'kado', 'terindah']",Positif
7532,"['disahkannya', 'perlindungan', 'payung', 'hukum', 'kuat', 'harapannya', 'kekerasan', 'menurun', 'keadilan', 'korban', 'terjamin', 'sepenuhnya']",Positif
7533,['disahkan'],Positif
7534,['poin'],Positif
7535,"['isi', 'poin', 'tindak', 'pidana', 'kekerasan', 'seksual', 'kaum', 'perempuan', 'lindungi', 'undang', 'undang']",Positif
7536,"['terobosan', 'dalan']",Netral
7537,"['finally', 'sah', 'sah', 'lindungi', 'ptedatorpredator']",Netral
7538,"['wahh', 'sah', 'rru']",Netral
7539,"['job', 'disahkan', 'korban', 'payung', 'perlindungan']",Positif
7540,"['jokowi', 'berhasil', 'meresmikan', 'terima', 'kasih']",Positif
7541,"['terimakasih', 'usaha', 'disahkan']",Positif
7542,"['seneng', 'disahkan', 'jugabiar', 'korban', 'kekerasan', 'seksual', 'perlindunganmau', 'keadaannya', 'kekerasan', 'dibenarkan']",Positif
7543,"['bangga', 'banget', 'sahkan']",Positif
7544,"['teman-teman', 'resmikan']",Netral
7545,"['menteri', 'pppa', 'berjanji', 'menyusun', 'peraturan', 'pelaksana', 'menyosialisasikan', 'isi', 'masyarakat']",Negatif
7546,"['menilai', 'undang', 'undang', 'berpihak', 'berperspektif', 'korban']",Netral
7547,"['bahagia', 'excited', 'penerapannya', 'efektif', 'jokowi', 'meresmikan']",Positif
7548,"['terimakasih', 'orangorang', 'memperjuangkan', 'disahkan']",Positif
7549,"['willy', 'aditya', 'mengatur', 'victim', 'trust', 'dana', 'bantuan', 'korban', 'kompensasi', 'negara', 'korban', 'kekerasan', 'seksual', 'pelaku', 'membayar', 'restitusi']",Positif
7550,"['akhirnyaa', 'perjuangan', 'terbayarkan', 'disahkan', 'semoga', 'kedepannya', 'kejahatan', 'perempuan']",Positif
7551,['dipisahkan'],Netral
7552,"['bintang', 'puspayoga', 'disahkan', 'menteri', 'pemberdayaan', 'perempuan', 'perlindungan', 'anak']",Netral
7553,"['menunggu', 'disahkan']",Netral
7554,"['teman-teman', 'poin', 'pahami', 'mengerti']",Positif
7555,"['pasal', 'korban', 'berhak', 'menerima', 'restitusi', 'alias', 'ganti', 'kerugian']",Negatif
7556,"['ditetapkan', 'patuhi']",Netral
7557,"['salah', 'hadia', 'terbaik', 'perempuan', 'indonesia', 'sah', 'akhinya']",Positif
7558,"['berbahagia', 'banget', 'pas', 'disahkann']",Positif
7559,"['sah', 'merdeka', 'kaum', 'perempuan']",Netral
7560,"['makasihh', 'mengesahkan', 'harapan', 'masyarakat', 'indonesia', 'terpenuhi']",Positif
7561,"['harapannya', 'disahkannyauu', 'tpksini', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Netral
7562,"['penantian', 'sahkan']",Netral
7563,"['uda', 'sah', 'kado', 'indah', 'wanita']",Positif
7564,"['semoga', 'disahkannya', 'perempuan', 'aman']",Positif
7565,"['penantian', 'disahkan']",Positif
7566,"['berita', 'membahagiakan', 'siihh', 'resmi', 'disahkan']",Positif
7567,"['korban', 'revenge', 'porn', 'dilindungi', 'hukum']",Netral
7568,"['disahkan', 'kementrian', 'pppa', 'susun', 'peraturan', 'pelaksanaan']",Negatif
7569,"['yeay', 'penantian', 'perempuan', 'indonesia', 'disahkan']",Positif
7570,"['terkait', 'menteri', 'pemberdayaan', 'perempuan', 'perlindungan', 'anak', 'ppabintang', 'puspayogamengatakan', 'kementeriannya', 'melaksanakan', 'sebaikbaiknya']",Negatif
7571,"['yeyy', 'jokowi', 'meresmikan']",Netral
7572,"['disahkan', 'seneng', 'banget']",Positif
7573,"['rapat', 'paripurna', 'tindak', 'pidana', 'kekerasan', 'seksul', 'sah']",Negatif
7574,"['berhasil', 'disahkan', 'selasa', 'april', 'kado', 'indah', 'jelang', 'kartini']",Positif
7575,"['kasih', 'informasi', 'disahkan']",Positif
7576,"['menteri', 'pemberdayaan', 'perempuan', 'perlindungan', 'anak', 'ppa', 'bintang', 'puspayoga', 'kementeriannya', 'melaksanakan', 'sebaikbaiknya']",Negatif
7577,"['jokowi', 'resmikan', 'terimakasih', 'kado', 'terindah', 'unutk', 'kaum', 'perempuan']",Positif
7578,"['korban', 'kekerasan', 'terlindungi', 'berkat', 'disahkannha']",Positif
7579,"['perempuan', 'pastinya', 'senang', 'terima', 'kasih', 'jokowi', 'meresmikan']",Positif
7580,"['disahkan', 'mantapp', 'banget']",Positif
7581,"['publik', 'menangis', 'sah']",Negatif
7582,"['terima', 'kasih', 'banget', 'memperjuangkan', 'sah']",Positif
7583,"['disahkan', 'aduh', 'buiasa', 'terharu', 'banget', 'lohhh', 'bahagia']",Positif
7584,"['mmang', 'usaha', 'prnah', 'mnghianatin', 'hasil', 'disahkan', 'janji', 'menteri', 'ppa', 'bintang', 'puspayoga']",Positif
7585,"['hasil', 'komitmen']",Positif
7586,"['poin', 'diatur', 'disimak', 'teman-teman']",Positif
7587,['finally'],Netral
7588,"['kado', 'terindah', 'bangsa', 'indonesia', 'sah']",Positif
7589,['disahkan'],Positif
7590,"['sah', 'teman-teman', 'presiden', 'jokowi', 'resmikan', 'terimakasih']",Positif
7591,"['kementrian', 'pppa', 'menyusun', 'peraturan', 'pelaksana']",Netral
7592,"['kilas', 'perjalanan', 'akhirmya', 'disahkan']",Positif
7593,"['sah', 'semoga', 'indonesia', 'bebas', 'kekerasa', 'seksual']",Negatif
7594,"['hadiah', 'berharga', 'indonesia']",Positif
7595,"['disahkan', 'semoga', 'kaum', 'hawa', 'terlindungi']",Negatif
7596,"['sah', 'pengiat', 'perempuan', 'hadiah', 'terindah', 'ramadhan']",Positif
7597,"['merdeka', 'perempuan', 'bebas', 'kekerasan', 'seksual', 'terimakasih', 'jokowi', 'resmikan']",Positif
7598,"['diharapkan', 'perlindungan', 'komprehensif', 'korban', 'kekerasan', 'seksual', 'mencegah', 'bentuk', 'kekerasan', 'seksual']",Positif
7599,['poin'],Positif
7600,"['sah', 'jokowi', 'resmikan', 'terimakasih']",Positif
7601,"['disahkan', 'lega', 'rasanyaa']",Positif
7602,"['pengesahan', 'hadiah', 'perempuan', 'indonesia', 'tangis', 'haru', 'ara', 'aktivis', 'pecah']",Negatif
7603,"['disahkan', 'hadiah', 'terendah', 'bangsa', 'indonesia', 'sah', 'undang', 'undang', 'indonesia', 'bebas', 'kekerasan', 'seksual']",Positif
7604,"['penantian', 'disahkannya', 'ditunggu', 'masyarakat']",Positif
7605,"['kebanggaan', 'dihadiahkan', 'bangsa', 'sahkan']",Netral
7606,"['payung', 'hukum', 'perempuan']",Netral
7607,"['wanita', 'aman']",Netral
7608,"['alhamdulilah', 'sah']",Positif
7609,"['disahkan', 'tindak', 'kekerasan', 'perempuan', 'dibenarkan']",Positif
7610,"['korban', 'revenge', 'porn', 'dilindungi', 'hukum']",Netral
7611,"['jokowi', 'berhasil', 'resmi', 'meresmikan']",Positif
7612,"['disahkan', 'menteri', 'pemberdayaan', 'perempuan', 'perlindungan', 'anak', 'bintang', 'puspayoga']",Netral
7613,"['berjuang', 'sia', 'sia', 'disahkan']",Negatif
7614,"['salah', 'hadiah', 'terbaik', 'bangsa', 'sahkan']",Positif
7615,"['niceee', 'disahkan']",Positif
7616,"['poin', 'diresmikan', 'melindungi', 'perempuan']",Positif
